id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
37886,,View (406 KB),Garhwa NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s310a7cdd970fe135cf4f7bb55c0e3b59f/uploads/2026/02/17722692751149.pdf,E-Tender Invitation Notice on GeM Portal for Supply/Service of Materials for 26 PM SHRI Schools in Garhwa DistrictE-Tender Invitation Notice on GeM Portal for Supply/Service of Materials for 26 PM SHRI Schools in Garhwa District.1. Herbal/Medicinal Garden(GEM/2026/B/7292461)2. Colourful Dustbins painted with interesting characters for waste segregation(GEM/2026/B/7292078)3. Activity Promoting Green School(GEM/2026/B/7288834)4. Enhancement of School Aesthetics(GEM/2026/B/7292678)5. PM SHRI Logo for All Students (Like Badge)(GEM/2026/B/7288981)6. ID Cards (Students)(GEM/2026/B/7283800)7. Sports Equipment(GEM/2026/B/7292856)8. Band Uniform(GEM/2026/B/7292905)28/02/202605/03/2026View (406 KB)Herbal Medicinal Gardens (3 MB)Colorful Dustbins painted etc (3 MB)Activity Promoting Green School (3 MB)Enhancement of School Aesthetics (3 MB)PM SHRI Logo for All Students (Like Badge) (3 MB)ID Card (Students) (4 MB)Sports Equipments (3 MB)Band Uniform (3 MB),,open
37887,,View (7 MB),Garhwa NIC,General,General,Bihar,Unknown,2026-01-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s310a7cdd970fe135cf4f7bb55c0e3b59f/uploads/2026/01/17694988896919.pdf,Re-Tender – Very Short Term Re-Tender Invitation Notice for Educational Tour of class 6 to 8 students within stateVery Short Term Re-Tender Invitation Notice for Educational Tour of class 6 to 8 students  within state.27/01/202607/03/2026View (7 MB)Corrigendum-Notice (340 KB)Re-Tender (3 MB),,open
37888,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Jamtara NIC,General,Power,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://jamtara.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखंड सरकारGOVERNMENT OF JHARKHANDजिला जामताड़ाDISTRICT JAMTARAMenu ToggleMoreHomeAbout DistrictHistoryDistrict At A GlanceMap of DistrictOur OfficersDCSPDDCWho’s WhoList of CollectorsAdministrative SetupCollectorateSubdivisionBlocksPanchayatsCOVID-19COVID-19 Containment Zone Notified OrdersCOVID-19 Containment Zone Denotified OrdersAarogya Setu APPDirectoryContactsDisaster ManagementHelplineSTD & PIN CodesTour Program DCPublic UtilitiesBanksHospitalsColleges/UniversitiesPoli",,open
37889,,Announcements,Jamtara NIC,General,General,Bihar,Unknown,,,https://jamtara.nic.in/notice_category/announcements/,Announcements,,open
37890,,Recruitment,Jamtara NIC,General,General,Bihar,Unknown,,,https://jamtara.nic.in/notice_category/recruitment/,Recruitment,,open
37891,,Tenders,Jamtara NIC,General,General,Bihar,Unknown,,,https://jamtara.nic.in/notice_category/tenders/,Tenders,,open
37892,,View (5 MB),Jamtara NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s313f320e7b5ead1024ac95c3b208610db/uploads/2026/02/17722602352176.pdf,"Short Tender Notice (Procurement Tender Notice No- 06/NHM/25-26) from District Health Society, JamtaraShort Tender Notice (Procurement Tender Notice No- 06/NHM/25-26) from District Health Society, Jamtara28/02/202616/03/2026View (5 MB)",,open
37893,,E-Tender,IREPS,General,General,Bihar,Unknown,,,https://www.ireps.gov.in/,E-Tender,,open
37894,,"Shri Ashwini VaishnawHonorable Minister for RailwaysShri V. SomannaHonorable Minister of State for RailwaysShri Ravneet SinghHonorable Minister of State for RailwaysGati-Shakti Cargo Terminal (GCT) Applicationwww.newindia.inGoods-Sheds DirectoryHRMSUMIDe-OfficeE-tenderअनुभव (Retired staffs)Link to CVC Website for e-pledgeGSTGSTN MANUAL INVOICE FORM.Rail Madad LinkInvitation of ""Expression of Interest” for enlistment of vendors for supply of spares of Cummins (CIL) and Caterpillar (CAT) make Dies",GST,Goods,Transport,Bihar,Unknown,,,https://indianrailways.gov.in/railwayboard/uploads/Media/BIODATA-of-Honourable-MR.pdf,"Shri Ashwini VaishnawHonorable Minister for RailwaysShri V. SomannaHonorable Minister of State for RailwaysShri Ravneet SinghHonorable Minister of State for RailwaysGati-Shakti Cargo Terminal (GCT) Applicationwww.newindia.inGoods-Sheds DirectoryHRMSUMIDe-OfficeE-tenderअनुभव (Retired staffs)Link to CVC Website for e-pledgeGSTGSTN MANUAL INVOICE FORM.Rail Madad LinkInvitation of ""Expression of Interest” for enlistment of vendors for supply of spares of Cummins (CIL) and Caterpillar (CAT) make Diesel Engines fitted in Diesel Electrical Multiple Unit (DEMU) at East Central RailwayInvitation of ""Expression of Interest” for Outsourcing of Bogie Overhauling (OVH) of LHB Bogies under POH and IOH at East Central RailwayInvitation of “Expression of Interest” for Wheel Pressing Activity of LHB Wheel Sets at Carriage Repair Workshop, HarnautVideo of Wheel Pressing Activity of LHB Wheel Sets",,open
37895,,Search :,SER Railway,General,General,Bihar,Unknown,,,https://ser.indianrailways.gov.in/,Search :,,open
37897,,Sofacy Advisory,SER Railway,General,General,Bihar,Unknown,,,https://ser.indianrailways.gov.in/nciipc.htm,Sofacy Advisory,,open
37898,,Admin Login,SER Railway,General,General,Bihar,Unknown,,,https://ser.indianrailways.gov.in/cris/webadmin/,"Admin Login|Site Map|Contact Us|RTI|Disclaimer|Terms & Conditions|Privacy PolicyÂ© 2016  All Rights Reserved.This is the Portal of Indian Railways, developed with an objective to enable a 
						single window access to information and services being provided by the 
						various Indian Railways entities. The content in this Portal is the result of a 
						collaborative effort of various Indian Railways Entities and Departments Maintained by CRIS, Ministry of Railways, Government of India.",,open
37899,,Search :,ER Railway,General,General,Bihar,Unknown,,,https://er.indianrailways.gov.in/,Search :,,open
37902,,Sofacy Advisory,ER Railway,General,General,Bihar,Unknown,,,https://er.indianrailways.gov.in/nciipc.htm,Sofacy Advisory,,open
37903,,Admin Login,ER Railway,General,General,Bihar,Unknown,,,https://er.indianrailways.gov.in/cris/webadmin/,"Admin Login|Site Map|Contact Us|RTI|Disclaimer|Terms & Conditions|Privacy PolicyÂ© 2016  All Rights Reserved.This is the Portal of Indian Railways, developed with an objective to enable a 
						single window access to information and services being provided by the 
						various Indian Railways entities. The content in this Portal is the result of a 
						collaborative effort of various Indian Railways Entities and Departments Maintained by CRIS, Ministry of Railways, Government of India.",,open
37904,,About Us,AIIMS Patna,General,General,Bihar,Unknown,,,https://aiimspatna.edu.in/tender/,About Us,,open
37906,,"Hospital wastes have always been considered as potentially hazardous in view of   the inherent potential for dissemination of infection. The major identified hazard   was that of infection, because over millennia communicable diseases had been   the most common causeof morbidity and mortality in the community and   majority of persons receiving treatment in the hospitals were suffering from       communicable diseases. Disinfecting right at source and disposal by incineration,   which completely",IGIMS,Goods,Health,Bihar,Unknown,,,https://igims.org/topics.aspx?mid=Common Bio-Medical Waste Treatment Facility.,"Common Bio-Medical Waste Treatment Facility.Hospital wastes have always been considered as potentially hazardous in view of   the inherent potential for dissemination of infection. The major identified hazard   was that of infection, because over millennia communicable diseases had been   the most common causeof morbidity and mortality in the community and   majority of persons receiving treatment in the hospitals were suffering from       communicable diseases. Disinfecting right at source and disposal by incineration,   which completely destroys micro-organism of all types, has been the time tested   and most widely advocated method for safe management of hospital waste.+moreLatest News2nd Institute Research Day would be commemorated on 24th March 2026.Stipend to MD/MS and DM/M.Ch.Upcoming meeting of Institute Research Committee (IRC) on 27th and 28th Feb-2026.Institute Day Committees - 2026ASSESSMENT PERSONAL PROMOTION SCHEME 2025ASSESSMENT PERSONAL PROMOTION SCHEME 2026ATLS, Provid",,open
37907,,View All,IGIMS,General,General,Bihar,Unknown,,,https://igims.org/AllNewsDetails.aspx,View All,,open
37908,,Walk In Interview for Senior Residancy for the department of Cardio Thoracic Vascular Surgery.,IGIMS,General,Social Welfare,Bihar,Unknown,,,https://igims.org/Opportunitieslist.aspx?type=ac,"Latest OpportunityWalk In Interview for Senior Residancy for the department of Cardio Thoracic Vascular Surgery.Merit cum selction list of Senior Residents walk in interview held on 06.02.2026 against Adv. Letter No-SCI/IGIMS/RO/2026 dt.29.01.2026.Walk in interview of eligible Indian Citizen, for appointment to the Post of Senior Residnet on ad-hoc in the department of Oral Medicine & Radiology, Oral & Maxillofacial Surgery, and Orthodontics & Dentofacial Orthopedics PGIDER, IGIMS, Patna under 89 days Senior Residency.Merit cum Selection List of Senior Residents walk in interview held on 21.01.2026 against Adv. Letter No-207/Senior Resident/IGIMS/Estt./2025.ArchiveLatest TrainingAdmission Notice: Advt. No-01/Acad./2026: Application are invited from eligible Indian Citizen for admission to the various Ph.D programme  in the session (July) 2025.ArchiveLatest TenderPurchase of ""High Tone Therapy Unit"" for the department of Physiotherapy, IGIMS- Patna on Proprietary basis Inviting Comments",,open
37909,,Archive,IGIMS,General,General,Bihar,Unknown,,,https://igims.org/TrainingList.aspx?type=pt,Archive,,open
37910,,"Purchase of ""High Tone Therapy Unit"" for the department of Physiotherapy, IGIMS- Patna on Proprietary basis Inviting Comments Thereon.",IGIMS,Goods,General,"Patna, Bihar",Unknown,,,https://igims.org/TenderList.aspx?type=ac,"Purchase of ""High Tone Therapy Unit"" for the department of Physiotherapy, IGIMS- Patna on Proprietary basis Inviting Comments Thereon.TECHNICAL COMPARATIVE STATEMENT: Against E-Tender Notice No-01/2025-2026/IGIMS/Manpower (Unit-B).E-Tender Notice No.:  37 / 2025-2026 / Patient Mobility Service / IGIMS / Store: For Selection of Service Agency for providing Patient Mobility Services (Provision of Patient Stretcher Trolley’s , Wheel Chairs and Manpower) & Establishment and Management of Patients Help Counters at IGIMS, Patna.E-TENDER NOTICE No: 36 / 2025- 2026 / Bio-Medical Equipment / IGIMS/ Store: Supply, Installation & Commissioning of High End Ultrasound Machine for the department of Radiology.E-TENDER NOTICE No: 35 / 2025- 2026 / Bio-Medical Equipment / IGIMS/ Store: For supply, installation and commissioning of various equipment’s for the department of Pharmacology.",,open
37911,,Archive,IGIMS,General,General,Bihar,Unknown,,,https://igims.org/TenderList.aspx?type=pt,Archive,,open
37913,,Tenders,IIM Bodhgaya,General,General,Bihar,Unknown,,,https://iimbg.ac.in/,Tenders,,open
37914,,Tenders,NIPER Hajipur,General,General,Bihar,Unknown,,,https://www.niperhajipur.ac.in/,Tenders,,open
37915,,Notices ForNational Academic DepositoryAcademic Bank of CreditsShodhganga and Shodhgangortie-SamadhanCyber Swachhta KendraCUSB Alumni Association,CUSAT Bihar,General,General,Bihar,Bihar,,,https://cusb.ac.in/index.php?option=com_content&view=article&id=582:national-academic-depository&catid=2&Itemid=618,Notices ForNational Academic DepositoryAcademic Bank of CreditsShodhganga and Shodhgangortie-SamadhanCyber Swachhta KendraCUSB Alumni Association,,open
37916,,Academic Notices / Exam Notices,CUSAT Bihar,General,General,Bihar,Bihar,,,https://cusb.ac.in/,Academic Notices / Exam Notices,,open
37917,,e-Tender,MGCU,General,General,Bihar,Unknown,,,https://mgcub.ac.in/,e-Tender,,open
37918,,University Administrators,MGCU,General,Education,Bihar,Unknown,,,https://www.msde.gov.in/en/ministers/profile-honble-minister,University AdministratorsShri Dharmendra PradhanHon'ble Education MinisterRead moreProf. Sanjay SrivastavaHon'ble Vice-ChancellorRead more,,open
37919,,28/02/2026⦿ Corrigendum in NIT No. 29/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/03/Corrigendum_0001.pdf,28/02/2026⦿ Corrigendum in NIT No. 29/2025-26Executive Engineer (P&F),,open
37920,,24/02/2026⦿ Cancellation of E-NIT-28/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Tender_0002_3.pdf,24/02/2026⦿ Cancellation of E-NIT-28/2025-26Executive Engineer (P&F),,open
37921,,24/02/2026⦿ Cancellation of E-NIT-27/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Tender_0002_2.pdf,24/02/2026⦿ Cancellation of E-NIT-27/2025-26Executive Engineer (P&F),,open
37922,,24/02/2026⦿ E-NIT-29/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Tender_0002_1.pdf,24/02/2026⦿ E-NIT-29/2025-26Executive Engineer (P&F),,open
37923,,20/02/2026⦿ Short Tender Notice No. 08/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-20 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Short-NIT_1.pdf,20/02/2026⦿ Short Tender Notice No. 08/2025-26Executive Engineer (P&F),,open
37924,,17/02/2026⦿ E-NIT-28/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-17 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/E-NIT-282025-26-dt-16.02.2026.pdf,17/02/2026⦿ E-NIT-28/2025-26Executive Engineer (P&F),,open
37925,,17/02/2026⦿ Cancellation of E-NIT-26/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-17 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Cancellation-of-E-NIT-262025-26.pdf,17/02/2026⦿ Cancellation of E-NIT-26/2025-26Executive Engineer (P&F),,open
37926,,16/02/2026⦿ E-NIT-27/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-16 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/27.-2025-26.pdf,16/02/2026⦿ E-NIT-27/2025-26Executive Engineer (P&F),,open
37927,,"11/12/2025⦿ MOP UP Round Admission Notice (2025-26)RPCAU, Pusa",UP,General,General,Bihar,Unknown,2025-12-11 00:00:00.000000,,https://rpcau.ac.in/admission-notice-and-vacant-seat-matrix-for-rpcau-mop-up-round/,"11/12/2025⦿ MOP UP Round Admission Notice (2025-26)RPCAU, Pusa",,open
37934,,03/02/2026⦿ E-NIT-26/2025-26Executive Engineer (P&F),RPCAU,General,General,Bihar,Unknown,2026-02-03 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/26-25-26_0001.pdf,03/02/2026⦿ E-NIT-26/2025-26Executive Engineer (P&F),,open
